R package version: 0.0-43
Summary type: mean
Test type: t-test
x-axis treatment: 27
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: r
y-axis treatment: 27
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: r
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YDR263C	DIN7	0.00136427	0.0396613	-0.560208	5.67647	6.0937	0.0541137	0.110145	4	8	t-test	E
YDL034W	YDL034W	0.000111271	0.00747988	-0.559338	5.75438	6.16898	0.0485472	0.0754235	4	8	t-test	E
YLR192C	HCR1	0.0458777	0.175989	-0.559235	3.80036	4.25966	0.0456821	0.224474	4	8	t-test	E
YBL107C	MIX23	0.0372846	0.156884	-0.554657	5.89096	6.29786	0.128638	0.187521	4	8	t-test	E
YBR275C	RIF1	0.00987469	0.081842	-0.552744	5.4192	5.83505	0.105653	0.133862	4	8	t-test	E
YBR176W	ECM31	0.0119645	0.0890504	-0.552629	5.85008	6.25593	0.0876943	0.153218	4	8	t-test	E
YDR025W	RPS11A	0.0107897	0.085436	-0.552176	5.50058	5.91401	0.122988	0.0735584	4	8	t-test	E
YCR073W-A	SOL2	0.00419112	0.0576106	-0.550846	5.81249	6.21746	0.0592087	0.130176	4	8	t-test	E
YBR023C	CHS3	0.00138568	0.0399208	-0.55002	5.45268	5.8651	0.0539849	0.108273	4	8	t-test	E
YHL023C	NPR3	0.00368746	0.055596	-0.549085	5.21308	5.63007	0.099143	0.0736323	4	8	t-test	E
YBR187W	GDT1	0.0216201	0.122526	-0.54886	5.60072	6.00861	0.137585	0.135354	4	8	t-test	E
YKR019C	IRS4	4.97026e-06	0.00053972	-0.548753	5.17969	5.59713	0.0369044	0.0479171	4	8	t-test	E
YBL059W	YBL059W	0.0253312	0.132042	-0.54543	5.78154	6.18193	0.147652	0.124876	4	8	t-test	E
YDR124W	YDR124W	0.000456121	0.0202645	-0.54532	5.87421	6.27237	0.0640299	0.0822006	4	8	t-test	E
YBR157C	ICS2	0.0482654	0.181302	-0.545165	5.88205	6.27988	0.153203	0.181333	4	8	t-test	E
YBR181C	RPS6B	0.000165238	0.0103795	-0.545003	4.42186	4.853	0.0262469	0.0785329	4	8	t-test	E
YDR219C	MFB1	0.00155359	0.0416422	-0.544973	5.73707	6.13803	0.0602542	0.107723	4	8	t-test	E
YBR272C	HSM3	0.000554785	0.0228108	-0.54482	5.81002	6.20917	0.0212003	0.0918649	4	8	t-test	E
YDL010W	GRX6	0.00225896	0.0459349	-0.544805	5.74223	6.14291	0.0836413	0.0476293	4	8	t-test	E
YDL062W	YDL062W	0.029005	0.137247	-0.544371	4.90824	5.32761	0.15644	0.0875528	4	8	t-test	E
YCR020C	PET18	0.000624728	0.0247264	-0.541855	5.68442	6.08355	0.0437427	0.0953445	4	8	t-test	E
YDL112W	TRM3	0.0182213	0.111786	-0.541211	5.82989	6.22505	0.119393	0.145126	4	8	t-test	E
YBR018C	GAL7	0.0221185	0.12383	-0.540506	5.91909	6.31152	0.0449684	0.180129	4	8	t-test	E
YBR258C	SHG1	0.0119515	0.0890504	-0.539633	5.8838	6.27619	0.0332766	0.157122	4	8	t-test	E
YBR067C	TIP1	0.0181803	0.111747	-0.539591	5.77929	6.17403	0.0410332	0.172042	4	8	t-test	E
YOR275C	RIM20	0.0141409	0.096281	-0.539131	5.28307	5.68874	0.129118	0.0988341	4	8	t-test	E
YKR028W	SAP190	0.00109028	0.0347167	-0.539021	5.19853	5.60602	0.074832	0.0870096	4	8	t-test	E
YDL124W	YDL124W	0.0255501	0.132042	-0.538283	5.90448	6.29507	0.142216	0.133725	4	8	t-test	E
YMR202W	ERG2	0.532303	0.681883	-0.536821	3.01774	3.47307	0.123735	0.791207	4	8	t-test	E
YBL024W	NCL1	0.0264045	0.133192	-0.536622	5.79873	6.19012	0.143628	0.132656	4	8	t-test	E
YCR073C	SSK22	0.00412026	0.0575127	-0.536026	5.74844	6.1404	0.0603993	0.125795	4	8	t-test	E
YDR192C	NUP42	0.00280353	0.0492654	-0.535896	5.83543	6.22528	0.0376105	0.119016	4	8	t-test	E
YDR485C	VPS72	0.00100556	0.0330043	-0.535336	5.15337	5.5583	0.0308941	0.100433	4	8	t-test	E
YDL059C	RAD59	0.00385979	0.0561032	-0.532945	5.74487	6.1339	0.0940206	0.0974426	4	8	t-test	E
YMR060C	SAM37	0.0195984	0.116083	-0.532033	4.90131	5.30879	0.123919	0.0316936	4	8	t-test	E
YBR059C	AKL1	0.0101521	0.0829657	-0.530593	5.80193	6.18736	0.0588439	0.148311	4	8	t-test	E
YDL128W	VCX1	0.0118406	0.0890504	-0.529083	5.89341	6.27526	0.111301	0.124605	4	8	t-test	E
YCR083W	TRX3	0.00560432	0.0658121	-0.528367	5.86147	6.24336	0.100139	0.101629	4	8	t-test	E
YAL055W	PEX22	0.0109849	0.085832	-0.528186	5.46012	5.85103	0.0935979	0.138205	4	8	t-test	E
YBR161W	CSH1	0.0438006	0.171924	-0.527916	5.87951	6.26055	0.153149	0.160711	4	8	t-test	E
YDL025C	RTK1	0.00858626	0.0767472	-0.527156	5.82877	6.21023	0.112297	0.0958945	4	8	t-test	E
YCR069W	CPR4	0.00317451	0.0519076	-0.526928	5.72771	6.11126	0.0750946	0.111499	4	8	t-test	E
YBR205W	KTR3	0.0182395	0.111786	-0.526692	5.86323	6.24344	0.105162	0.150955	4	8	t-test	E
YBR100W	YBR100W	0.00573295	0.0658121	-0.525877	5.18971	5.58456	0.0831135	0.122326	4	8	t-test	E
YJL175W	YJL175W	0.270586	0.456182	-0.525644	3.75231	4.17989	0.322087	0.29911	4	8	t-test	E
YDL211C	YDL211C	0.0237339	0.128698	-0.524457	5.86323	6.24126	0.143203	0.0919731	4	8	t-test	E
YBR040W	FIG1	0.0257275	0.132042	-0.523362	5.96608	6.34068	0.0664553	0.178647	4	8	t-test	E
YCR062W	YCR062W	0.0132594	0.0928155	-0.522437	5.80354	6.18096	0.0882865	0.146087	4	8	t-test	E
YDL099W	BUG1	0.0438501	0.171924	-0.521988	5.86582	6.24137	0.160921	0.141964	4	8	t-test	E
YBR217W	ATG12	0.0109842	0.085832	-0.520544	5.87239	6.24639	0.0869699	0.139315	4	8	t-test	E
YDR015C	YDR015C	0.0480887	0.181175	-0.519075	5.63124	6.00932	0.168061	0.134432	4	8	t-test	E
YDR139C	RUB1	0.00850815	0.0765276	-0.517331	5.85354	6.22483	0.110838	0.0800787	4	8	t-test	E
YBR111C	YSA1	0.013961	0.0955167	-0.516987	5.60876	5.98532	0.0857761	0.147184	4	8	t-test	E
YCR007C	YCR007C	0.0145539	0.0979903	-0.516592	5.53719	5.915	0.122343	0.0655552	4	8	t-test	E
YBR287W	YBR287W	0.00189741	0.0429707	-0.516329	5.69942	6.07326	0.0619199	0.104054	4	8	t-test	E
YDR071C	PAA1	0.0421172	0.168698	-0.515919	5.32869	5.71063	0.150533	0.151855	4	8	t-test	E
