R package version: 0.0-43
Summary type: median
Test type: wilcoxon
x-axis treatment: 20
x-axis medium: SDM_rhl_CNGT
x-axis screen ID: cSGA
x-axis screen name: cSGA
x-axis libraries: Boone Standard SDL
x-axis client: MS
x-axis user: SGA
x-axis date: 2009
x-axis PI: DAL
x-axis condition: 
x-axis inoculation type: DIL
x-axis fitness definition: MDR
y-axis treatment: 20
y-axis medium: SDM_rhl_CNGHT
y-axis screen ID: bir1-17
y-axis screen name: bir1-17
y-axis libraries: 
y-axis client: MS
y-axis user: AC
y-axis date: 2010
y-axis PI: DAL
y-axis condition: 
y-axis inoculation type: DIL
y-axis fitness definition: MDR
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YHL023C	NPR3	0.0161616	0.225889	-0.518169	3.84031	4.42052	0.129765	0.116485	4	8	wilcoxon	E
YLR290C	YLR290C	0.0040404	0.113319	-0.517024	4.19728	4.89516	0.0780451	0.0738418	4	8	wilcoxon	E
YGR183C	QCR9	0.0040404	0.113319	-0.513976	4.15037	4.8777	0.102955	0.0759305	4	8	wilcoxon	E
YDR162C	NBP2	0.0282828	0.29648	-0.513397	4.43529	5.08081	0.103828	0.103416	4	8	wilcoxon	E
YDR254W	CHL4	0.0040404	0.113319	-0.509714	4.55033	5.22538	0.0685118	0.0604246	4	8	wilcoxon	E
YDR116C	MRPL1	0.00808081	0.161426	-0.508113	3.50947	4.17385	0.0939465	0.102745	4	8	wilcoxon	E
YDR485C	VPS72	0.0040404	0.113319	-0.505872	3.79376	4.42992	0.0215146	0.0469386	4	8	wilcoxon	E
YLR061W	RPL22A	1	1	-0.50099	1.57973	1.54198	0.19357	0.76863	4	8	wilcoxon	E
YMR115W	FMP24	0.0282828	0.29648	-0.500046	4.17149	4.84777	0.0776997	0.107273	4	8	wilcoxon	E
YBR084W	MIS1	0.00808081	0.161426	-0.499047	4.50683	5.18471	0.12202	0.0705754	4	8	wilcoxon	E
YHR001W-A	QCR10	0.00808081	0.161426	-0.495071	4.5959	5.24524	0.0749809	0.103394	4	8	wilcoxon	E
YHR116W	COX23	0.0484848	0.364066	-0.491663	4.16207	4.80853	0.18095	0.105966	4	8	wilcoxon	E
YOR043W	WHI2	0.0161616	0.225889	-0.490714	4.26617	4.83707	0.124713	0.12498	4	8	wilcoxon	E
YML090W	YML090W	0.00808081	0.161426	-0.488233	4.55742	5.21817	0.0447866	0.117422	4	8	wilcoxon	E
YBR150C	TBS1	0.0484848	0.364066	-0.486693	4.66826	5.32273	0.101077	0.131434	4	8	wilcoxon	E
YPL098C	MGR2	0.0161616	0.225889	-0.484935	3.72434	4.38024	0.0500144	0.098704	4	8	wilcoxon	E
YAL011W	SWC3	0.0282828	0.29648	-0.48378	4.06774	4.70597	0.113115	0.0859746	4	8	wilcoxon	E
YFR011C	MIC19	0.0040404	0.113319	-0.475749	4.37155	4.96944	0.0687758	0.0842651	4	8	wilcoxon	E
YDL071C	YDL071C	0.00808081	0.161426	-0.474258	4.4049	5.0597	0.075371	0.108623	4	8	wilcoxon	E
YDL224C	WHI4	0.0040404	0.113319	-0.471487	4.77949	5.39505	0.0943568	0.0852178	4	8	wilcoxon	E
YBR212W	NGR1	0.0484848	0.364066	-0.468953	4.79661	5.37068	0.0583296	0.159161	4	8	wilcoxon	E
YBR177C	EHT1	0.109091	0.509372	-0.466557	4.96024	5.68098	0.0969529	0.140852	4	8	wilcoxon	E
YMR063W	RIM9	0.00808081	0.161426	-0.46588	4.26102	4.85367	0.0363416	0.0691647	4	8	wilcoxon	E
